"id","projectName","startCommit","endCommit","transformType","transformTypeId","transformSum","RelatedMethodsNum","RelatedMethodSet","RelatedCasesNum"
"6","netty/common","5892249ea3fe331e1378e27f994f7df6b73d7dac","b07a428636e83776a08c2b49de9f3a0950dcf833","WHILE_TO_FOR","2","1","1","[ConstantTimeUtils equalsConstantTime (CharSequence, CharSequence)]","11"
"8","netty/common","b07a428636e83776a08c2b49de9f3a0950dcf833","a3881010c5b6063d8833c4598f5c82d6cb54a5ad","VAR_DECLARATION_MERGING","12","1","1","[ConstantTimeUtils equalsConstantTime (byte[], int, byte[], int, int)]","11"
"10","netty/common","a3881010c5b6063d8833c4598f5c82d6cb54a5ad","18a9e778feed5213fffbef7cebf1169b5af20366","VAR_DECLARATION_DIVIDING","13","1","1","[ConstantTimeUtils equalsConstantTime (byte[], int, byte[], int, int)]","11"
"15","netty/common","18a9e778feed5213fffbef7cebf1169b5af20366","9fc12ee42ed7cc6e58888069db086e05c08d17aa","LOCAL_VAR_RENAMING","0","1","26","[Slf4JLogger debug (String, Object), Slf4JLogger warn (String, Object, Object), Slf4JLogger error (String, Object), Slf4JLogger isWarnEnabled (), Slf4JLogger info (String, Object, Object), Slf4JLogger debug (String, Object, Object), Slf4JLogger isDebugEnabled (), Slf4JLogger warn (String, Throwable), Slf4JLogger trace (String), Slf4JLogger trace (String, Object), Slf4JLogger isErrorEnabled (), Slf4JLogger debug (String), Slf4JLogger warn (String, Object), Slf4JLogger info (String, Object), Slf4JLogger trace (String, Object, Object), Slf4JLogger error (String, Throwable), Slf4JLogger info (String), Slf4JLogger isInfoEnabled (), Slf4JLogger info (String, Throwable), Slf4JLogger warn (String), Slf4JLogger isTraceEnabled (), Slf4JLogger debug (String, Throwable), Slf4JLogger trace (String, Throwable), Slf4JLogger Slf4JLogger (Logger), Slf4JLogger error (String), Slf4JLogger error (String, Object, Object)]","312"
"18","netty/common","9fc12ee42ed7cc6e58888069db086e05c08d17aa","f902bd4fa6c0527c1a67458ac4f853c748f57a7e","LOCAL_VAR_RENAMING","0","1","2","[Slf4JLogger trace (String), Slf4JLogger error (String)]","24"
"26","netty/common","f902bd4fa6c0527c1a67458ac4f853c748f57a7e","7135446cacd8b618518d630848ebcc7500e3acc6","LOCAL_VAR_RENAMING","0","1","2","[Slf4JLogger error (String, Object), Slf4JLogger info (String, Object, Object)]","24"
"27","netty/common","7135446cacd8b618518d630848ebcc7500e3acc6","0d47e5a1e355efbdcb777cd64ea9ff859569afc9","LOCAL_VAR_RENAMING","0","1","1","[Slf4JLogger error (String, Object)]","12"
"0","netty/example","0d47e5a1e355efbdcb777cd64ea9ff859569afc9","95c73503f30e29d632da9c39a2a57b90bf9b94b1","IF_DIVIDING","9","1","39","[Http2StaticFileServerHandler sendListing (ChannelHandlerContext, File, String), ObjectEchoClient main (String[]), ByteEchoPeerBase ByteEchoPeerBase (int, SocketAddress, SocketAddress), Http2StaticFileServerHandler sendError (ChannelHandlerContext, HttpResponseStatus), ByteEchoPeerBase run (), RxtxClientHandler channelActive (ChannelHandlerContext), Http2Server initChannel (SocketChannel), HttpUploadServerInitializer HttpUploadServerInitializer (SslContext), Http2StaticFileServerHandler sanitizeUri (String), FactorialClientHandler exceptionCaught (ChannelHandlerContext, Throwable), WebSocketServer main (String[]), ObjectEchoClient initChannel (SocketChannel), Http2StaticFileServerHandler operationProgressed (ChannelProgressiveFuture, long, long), StompClientHandler channelActive (ChannelHandlerContext), Http2StaticFileServerHandler sendRedirect (ChannelHandlerContext, String), Http2StaticFileServerHandler channelRead (ChannelHandlerContext, Object), WebSocketClient initChannel (SocketChannel), Http2Server configureTLS (), ByteEchoPeerBase initChannel (UdtChannel), Http2StaticFileServerHandler setContentTypeHeader (Http2Headers, File), RxtxClientHandler channelRead0 (ChannelHandlerContext, String), StompClientHandler exceptionCaught (ChannelHandlerContext, Throwable), FactorialClientHandler operationComplete (ChannelFuture), FactorialClientHandler channelActive (ChannelHandlerContext), Http2StaticFileServerHandler sendNotModified (ChannelHandlerContext), Http2StaticFileServerHandler exceptionCaught (ChannelHandlerContext, Throwable), Http2StaticFileServerHandler setDateAndCacheHeaders (Http2Headers, File), Http2Server start (), Http2StaticFileServerHandler setDateHeader (Http2Headers), FactorialClientHandler sendNumbers (), Http2FrameClient main (String[]), Http2Server Http2Server (EventLoopGroup), WebSocketClient main (String[]), FactorialClientHandler getFactorial (), FactorialClientHandler channelRead0 (ChannelHandlerContext, BigInteger), StompClientHandler channelRead0 (ChannelHandlerContext, StompFrame), HttpUploadServerInitializer initChannel (SocketChannel), Http2FrameClient Http2FrameClient (), Http2StaticFileServerHandler operationComplete (ChannelProgressiveFuture)]","429"
"4","netty/example","95c73503f30e29d632da9c39a2a57b90bf9b94b1","67d91a5502ea216573fa7e1925e1ce5c47c694dd","STATEMENTS_ORDER_REARRANGEMENT","10","1","5","[ByteEchoPeerHandler ByteEchoPeerHandler (int), ByteEchoPeerHandler channelRead0 (ChannelHandlerContext, ByteBuf), ByteEchoPeerHandler channelReadComplete (ChannelHandlerContext), ByteEchoPeerHandler channelActive (ChannelHandlerContext), ByteEchoPeerHandler exceptionCaught (ChannelHandlerContext, Throwable)]","60"
"7","netty/example","67d91a5502ea216573fa7e1925e1ce5c47c694dd","ec6a8c65fcc4c7f055b9668671cd13cdfa1cdcfe","LOCAL_VAR_RENAMING","0","1","2","[ByteEchoPeerHandler channelActive (ChannelHandlerContext), ByteEchoPeerHandler exceptionCaught (ChannelHandlerContext, Throwable)]","24"
"8","netty/example","ec6a8c65fcc4c7f055b9668671cd13cdfa1cdcfe","067ebe0538f3a3fd1d07c2bc51ce6abf5bd5f3a1","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"17","netty/example","067ebe0538f3a3fd1d07c2bc51ce6abf5bd5f3a1","3aaf44ddc4a7e724d4fe9aba46a14c2f162eb652","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"21","netty/example","3aaf44ddc4a7e724d4fe9aba46a14c2f162eb652","6e5b693de36d8ec1fee87607bb2d8c7235afcc79","FOR_TO_WHILE","1","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"22","netty/example","6e5b693de36d8ec1fee87607bb2d8c7235afcc79","26d803c784026f3c8acfdc1788193d29756877b3","WHILE_TO_FOR","2","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"29","netty/example","26d803c784026f3c8acfdc1788193d29756877b3","6a7f5faf8e368f185b83a5b2065daac00ee404f1","FOR_TO_WHILE","1","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"31","netty/example","6a7f5faf8e368f185b83a5b2065daac00ee404f1","f07f4af97beaadb36f99a7161ff19f9bdb2ec02f","PP_TO_ADD_ASSIGNMENT","6","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"42","netty/example","f07f4af97beaadb36f99a7161ff19f9bdb2ec02f","c6706ebc59cf12de732be047b20364d8206737fc","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"46","netty/example","c6706ebc59cf12de732be047b20364d8206737fc","ece726edceaebac765ad8c003d5f69a91c7af602","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"55","netty/example","ece726edceaebac765ad8c003d5f69a91c7af602","f959be227eb8a4aea0a8797ea50fa2494e5553ed","LOCAL_VAR_RENAMING","0","1","2","[ByteEchoPeerHandler ByteEchoPeerHandler (int), ByteEchoPeerHandler channelReadComplete (ChannelHandlerContext)]","24"
"61","netty/example","f959be227eb8a4aea0a8797ea50fa2494e5553ed","33dd4fc98629c8b5acd6c4bd607344b4fee566b2","LOCAL_VAR_RENAMING","0","1","1","[ByteEchoPeerHandler channelRead0 (ChannelHandlerContext, ByteBuf)]","12"
"65","netty/example","33dd4fc98629c8b5acd6c4bd607344b4fee566b2","a32c7268109195eddd7d7cb5a848031c2dc6feac","WHILE_TO_FOR","2","1","1","[ByteEchoPeerHandler ByteEchoPeerHandler (int)]","12"
"0","netty/handler-proxy","a32c7268109195eddd7d7cb5a848031c2dc6feac","9d987ea2f89f0ecf3a9440e2ea30457b593a69a9","IF_DIVIDING","9","1","68","[ProxyHandler removeEncoder (ChannelHandlerContext), Socks4ProxyHandler removeDecoder (ChannelHandlerContext), Socks5ProxyHandler protocol (), ProxyHandler failPendingWritesAndClose (Throwable), Socks5ProxyHandler password (), Socks4ProxyHandler addCodec (ChannelHandlerContext), ProxyHandler destinationAddress (), ProxyHandler isConnected (), ProxyHandler setConnectSuccess (), ProxyHandler protocol (), Socks5ProxyHandler Socks5ProxyHandler (SocketAddress), ProxyHandler cancelConnectTimeoutFuture (), ProxyConnectionEvent toString (), ProxyHandler safeRemoveEncoder (), ProxyHandler proxyAddress (), ProxyHandler readIfNeeded (ChannelHandlerContext), Socks4ProxyHandler newInitialMessage (ChannelHandlerContext), ProxyHandler connect (ChannelHandlerContext, SocketAddress, SocketAddress, ChannelPromise), ProxyHandler setConnectFailure (Throwable), ProxyConnectionEvent ProxyConnectionEvent (String, String, SocketAddress, SocketAddress), Socks4ProxyHandler authScheme (), ProxyHandler failPendingWrites (Throwable), Socks5ProxyHandler removeEncoder (ChannelHandlerContext), ProxyHandler handleResponse (ChannelHandlerContext, Object), ProxyHandler writePendingWrites (), ProxyHandler exceptionCaught (ChannelHandlerContext, Throwable), Socks4ProxyHandler username (), ProxyHandler sendInitialMessage (ChannelHandlerContext), Socks5ProxyHandler handleResponse (ChannelHandlerContext, Object), ProxyHandler channelActive (ChannelHandlerContext), LazyChannelPromise executor (), ProxyHandler connectFuture (), ProxyHandler ProxyHandler (SocketAddress), ProxyHandler write (ChannelHandlerContext, Object, ChannelPromise), ProxyHandler safeRemoveDecoder (), ProxyConnectionEvent authScheme (), ProxyHandler exceptionMessage (String), ProxyHandler operationComplete (ChannelFuture), ProxyConnectionEvent proxyAddress (), Socks5ProxyHandler Socks5ProxyHandler (SocketAddress, String, String), ProxyHandler authScheme (), ProxyHandler newInitialMessage (ChannelHandlerContext), Socks5ProxyHandler newInitialMessage (ChannelHandlerContext), ProxyHandler setConnectTimeoutMillis (long), ProxyHandler channelReadComplete (ChannelHandlerContext), Socks4ProxyHandler protocol (), ProxyHandler addPendingWrite (ChannelHandlerContext, Object, ChannelPromise), Socks4ProxyHandler handleResponse (ChannelHandlerContext, Object), ProxyConnectionEvent protocol (), Socks5ProxyHandler removeDecoder (ChannelHandlerContext), ProxyHandler addCodec (ChannelHandlerContext), Socks4ProxyHandler Socks4ProxyHandler (SocketAddress), Socks4ProxyHandler Socks4ProxyHandler (SocketAddress, String), Socks5ProxyHandler authScheme (), ProxyHandler sendToProxyServer (Object), ProxyConnectionEvent destinationAddress (), Socks4ProxyHandler removeEncoder (ChannelHandlerContext), Socks5ProxyHandler username (), ProxyHandler handlerAdded (ChannelHandlerContext), ProxyHandler removeDecoder (ChannelHandlerContext), ProxyHandler channelInactive (ChannelHandlerContext), ProxyHandler channelRead (ChannelHandlerContext, Object), ProxyHandler flush (ChannelHandlerContext), ProxyHandler run (), ProxyHandler connectTimeoutMillis (), Socks5ProxyHandler addCodec (ChannelHandlerContext), Socks5ProxyHandler sendConnectCommand (ChannelHandlerContext), Socks5ProxyHandler socksAuthMethod ()]","272"
"1","netty/handler-proxy","9d987ea2f89f0ecf3a9440e2ea30457b593a69a9","555aff198f878fb0cdc3961b5e419d3356b8a8ce","REVERSE_IF_ELSE","3","1","36","[HttpClientCodecWrapper handlerRemoved (ChannelHandlerContext), HttpClientCodecWrapper userEventTriggered (ChannelHandlerContext, Object), HttpClientCodecWrapper connect (ChannelHandlerContext, SocketAddress, SocketAddress, ChannelPromise), HttpProxyHandler HttpProxyHandler (SocketAddress, HttpHeaders, boolean), HttpClientCodecWrapper disconnect (ChannelHandlerContext, ChannelPromise), HttpClientCodecWrapper write (ChannelHandlerContext, Object, ChannelPromise), HttpClientCodecWrapper channelInactive (ChannelHandlerContext), HttpClientCodecWrapper channelRead (ChannelHandlerContext, Object), HttpProxyConnectException headers (), HttpProxyHandler handleResponse (ChannelHandlerContext, Object), HttpProxyHandler removeDecoder (ChannelHandlerContext), HttpClientCodecWrapper channelReadComplete (ChannelHandlerContext), HttpProxyHandler addCodec (ChannelHandlerContext), HttpProxyHandler password (), HttpProxyHandler protocol (), HttpClientCodecWrapper bind (ChannelHandlerContext, SocketAddress, ChannelPromise), HttpClientCodecWrapper close (ChannelHandlerContext, ChannelPromise), HttpProxyHandler HttpProxyHandler (SocketAddress, String, String), HttpProxyHandler HttpProxyHandler (SocketAddress, HttpHeaders), HttpClientCodecWrapper read (ChannelHandlerContext), HttpProxyHandler authScheme (), HttpClientCodecWrapper flush (ChannelHandlerContext), HttpProxyHandler HttpProxyHandler (SocketAddress), HttpProxyConnectException HttpProxyConnectException (String, HttpHeaders), HttpClientCodecWrapper handlerAdded (ChannelHandlerContext), HttpClientCodecWrapper channelUnregistered (ChannelHandlerContext), HttpProxyHandler HttpProxyHandler (SocketAddress, String, String, HttpHeaders), HttpClientCodecWrapper channelRegistered (ChannelHandlerContext), HttpProxyHandler removeEncoder (ChannelHandlerContext), HttpClientCodecWrapper channelWritabilityChanged (ChannelHandlerContext), HttpProxyHandler username (), HttpClientCodecWrapper exceptionCaught (ChannelHandlerContext, Throwable), HttpProxyHandler newInitialMessage (ChannelHandlerContext), HttpClientCodecWrapper channelActive (ChannelHandlerContext), HttpClientCodecWrapper deregister (ChannelHandlerContext, ChannelPromise), HttpProxyHandler HttpProxyHandler (SocketAddress, String, String, HttpHeaders, boolean)]","180"
"2","netty/handler-proxy","555aff198f878fb0cdc3961b5e419d3356b8a8ce","21e581338ac520f5ad4d516460ac97233b004f31","STATEMENTS_ORDER_REARRANGEMENT","10","1","2","[HttpProxyHandler HttpProxyHandler (SocketAddress, HttpHeaders, boolean), HttpProxyHandler HttpProxyHandler (SocketAddress, String, String, HttpHeaders, boolean)]","10"
"6","netty/handler-proxy","21e581338ac520f5ad4d516460ac97233b004f31","0883756141a484d48c8d6a4f1ed528536b9d7dd9","CONDITIONAL_EXP_TO_SINGLE_IF","5","1","1","[HttpProxyHandler newInitialMessage (ChannelHandlerContext)]","5"
"7","netty/handler-proxy","0883756141a484d48c8d6a4f1ed528536b9d7dd9","0b9dd85d602a8bb1d905a5b71d6b3f5d9cf5a791","INFIX_EXPRESSION_DIVIDING","8","1","1","[HttpProxyHandler newInitialMessage (ChannelHandlerContext)]","5"
"9","netty/handler-proxy","0b9dd85d602a8bb1d905a5b71d6b3f5d9cf5a791","94984bb45f86143c90ff86843a347923932cbb65","INFIX_EXPRESSION_DIVIDING","8","1","1","[HttpProxyHandler newInitialMessage (ChannelHandlerContext)]","5"
"15","netty/handler-proxy","94984bb45f86143c90ff86843a347923932cbb65","6e2a0dce2f8b2550d451c7e8019fe9d0d5736ffc","LOCAL_VAR_RENAMING","0","1","4","[ProxyConnectException ProxyConnectException (), ProxyConnectException ProxyConnectException (String), ProxyConnectException ProxyConnectException (Throwable), ProxyConnectException ProxyConnectException (String, Throwable)]","24"
"58","netty/handler-proxy","6e2a0dce2f8b2550d451c7e8019fe9d0d5736ffc","91707f257fea63d8a10a129f0a499b42efe13743","LOCAL_VAR_RENAMING","0","1","1","[ProxyConnectException ProxyConnectException (Throwable)]","6"
"62","netty/handler-proxy","91707f257fea63d8a10a129f0a499b42efe13743","31e775be70f5d12c4366957ba1769f5990b96929","LOCAL_VAR_RENAMING","0","1","2","[ProxyConnectException ProxyConnectException (Throwable), ProxyConnectException ProxyConnectException (String, Throwable)]","12"
"0","netty/handler-ssl-ocsp","31e775be70f5d12c4366957ba1769f5990b96929","431613841a75cb5f4ed104d681c2ef4b15538021","ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT","7","1","27","[OcspClient validateResponse (Promise<BasicOCSPResp>, BasicOCSPResp, DEROctetString, X509Certificate, boolean), OcspResponse toString (), OcspClient operationComplete (Future<OCSPResp>), OcspClient parseOcspUrlFromCertificate (X509Certificate), OcspClient run (), OcspValidationEvent toString (), Initializer OcspClient (), Initializer initChannel (SocketChannel), OcspResponse nextUpdate (), OcspValidationEvent OcspValidationEvent (OcspResponse), OcspClient operationComplete (ChannelFuture), OcspValidationEvent response (), IoTransport IoTransport (EventLoop, ChannelFactory<SocketChannel>, ChannelFactory<DatagramChannel>), IoTransport eventLoop (), OcspClient validateNonce (BasicOCSPResp, DEROctetString), Initializer Initializer (Promise<OCSPResp>), OcspClient validateSignature (BasicOCSPResp, X509Certificate), IoTransport socketChannel (), IoTransport newChannel (), OcspResponse status (), OcspResponse thisUpdate (), IoTransport create (EventLoop, ChannelFactory<SocketChannel>, ChannelFactory<DatagramChannel>), OcspResponse OcspResponse (Status, Date, Date), OcspClient query (EventLoop, ByteBuf, String, int, String, IoTransport, DnsNameResolver), OcspClient operationComplete (Future<InetAddress>), OcspClient query (X509Certificate, X509Certificate, boolean, IoTransport, DnsNameResolver), IoTransport datagramChannel ()]","108"
"8","netty/handler-ssl-ocsp","431613841a75cb5f4ed104d681c2ef4b15538021","a2673bdfd4b38bb32b64d1160e245e75134d0ecc","LOCAL_VAR_RENAMING","0","1","3","[OcspResponse status (), OcspResponse toString (), OcspResponse OcspResponse (Status, Date, Date)]","12"
"17","netty/handler-ssl-ocsp","a2673bdfd4b38bb32b64d1160e245e75134d0ecc","f556d11933799cb5696ac497dae1e9f9a345dda6","LOCAL_VAR_RENAMING","0","1","3","[OcspResponse nextUpdate (), OcspResponse toString (), OcspResponse OcspResponse (Status, Date, Date)]","12"
"23","netty/handler-ssl-ocsp","f556d11933799cb5696ac497dae1e9f9a345dda6","00e71d02669e81f8e47d9f99a71a6a3f339d801b","LOCAL_VAR_RENAMING","0","1","1","[OcspResponse OcspResponse (Status, Date, Date)]","4"
"24","netty/handler-ssl-ocsp","00e71d02669e81f8e47d9f99a71a6a3f339d801b","c9abcfd641e0d70360099bc0ac7d4ef29cd26cd5","LOCAL_VAR_RENAMING","0","1","3","[OcspResponse thisUpdate (), OcspResponse toString (), OcspResponse OcspResponse (Status, Date, Date)]","12"
"36","netty/handler-ssl-ocsp","c9abcfd641e0d70360099bc0ac7d4ef29cd26cd5","753255678b522b7915948e079009bb6de25f4941","LOCAL_VAR_RENAMING","0","1","1","[OcspResponse OcspResponse (Status, Date, Date)]","4"
"54","netty/handler-ssl-ocsp","753255678b522b7915948e079009bb6de25f4941","f4ffb4a3e80da053fcfbb5f5d681b9a5c6e82110","LOCAL_VAR_RENAMING","0","1","3","[OcspResponse status (), OcspResponse toString (), OcspResponse OcspResponse (Status, Date, Date)]","12"
