id,projectName,startCommit,endCommit,transformType,transformTypeId,transformSum,RelatedMethodsNum,RelatedMethodSet,RelatedCasesNum
2,netty/buffer,04e715402520cde0fe4b993e83f3959c8c46cbc8,a1fb82ea4b4792fa2ca3c07c86ba057eef66a165,REVERSE_IF_ELSE,3,1,3,"[PoolChunkList iterator (), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",33
3,netty/buffer,a1fb82ea4b4792fa2ca3c07c86ba057eef66a165,2461751751849ab2b103c25205a53bc60cc607e3,LOCAL_VAR_RENAMING,0,1,1,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache)]",11
4,netty/buffer,2461751751849ab2b103c25205a53bc60cc607e3,c365c517d6db230aaebc3da972159d4c0ce3582c,REVERSE_IF_ELSE,3,1,1,[PoolChunkList toString ()],11
10,netty/buffer,c365c517d6db230aaebc3da972159d4c0ce3582c,ad35bd407f334680b923a47997bac0b1d09d97d4,REVERSE_IF_ELSE,3,1,2,"[PoolChunkList iterator (), PoolChunkList toString ()]",22
14,netty/buffer,ad35bd407f334680b923a47997bac0b1d09d97d4,a4f45777664c08f226a2237ff2a666a7d4de78f6,REVERSE_IF_ELSE,3,1,7,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache), PoolChunkList add (PoolChunk<T>), PoolChunkList iterator (), PoolChunkList add0 (PoolChunk<T>), PoolChunkList free (PoolChunk<T>, long, int, ByteBuffer), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",77
28,netty/buffer,a4f45777664c08f226a2237ff2a666a7d4de78f6,0c265a9e5375ee753c444496cc6330f3a6ffc8cc,REVERSE_IF_ELSE,3,1,1,[PoolChunkList toString ()],11
30,netty/buffer,0c265a9e5375ee753c444496cc6330f3a6ffc8cc,5d07eef5bb7ec39eea486822dfe22757c8e22990,LOCAL_VAR_RENAMING,0,1,2,"[PoolChunkList free (PoolChunk<T>, long, int, ByteBuffer), PoolChunkList calculateMaxCapacity (int, int)]",22
32,netty/buffer,5d07eef5bb7ec39eea486822dfe22757c8e22990,73afc48907e17bbc69678fa0baa593139c9a7117,LOCAL_VAR_RENAMING,0,1,2,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache), PoolChunkList PoolChunkList (PoolArena<T>, PoolChunkList<T>, int, int, int)]",22
35,netty/buffer,73afc48907e17bbc69678fa0baa593139c9a7117,e53553fd314f164bf5073ae9e89457ff8943d57c,INFIX_EXPRESSION_DIVIDING,8,1,1,"[PoolChunkList calculateMaxCapacity (int, int)]",11
37,netty/buffer,e53553fd314f164bf5073ae9e89457ff8943d57c,1536da33e2e6a4fffbf62ab01da83d0440d2a5ee,STATEMENTS_ORDER_REARRANGEMENT,10,1,3,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache), PoolChunkList iterator (), PoolChunkList destroy (PoolArena<T>)]",33
38,netty/buffer,1536da33e2e6a4fffbf62ab01da83d0440d2a5ee,70380835ef0e337ab74bc07b7129b1da6f7bde82,SWITCH_EQUAL_SIDES,14,1,1,[PoolChunkList toString ()],11
42,netty/buffer,70380835ef0e337ab74bc07b7129b1da6f7bde82,13ffdfc131f56e21dc37b20bb6a42d2f2e116fa9,REVERSE_IF_ELSE,3,1,7,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache), PoolChunkList add (PoolChunk<T>), PoolChunkList iterator (), PoolChunkList add0 (PoolChunk<T>), PoolChunkList free (PoolChunk<T>, long, int, ByteBuffer), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",77
44,netty/buffer,13ffdfc131f56e21dc37b20bb6a42d2f2e116fa9,c2a6d3c3407d055dde535dcfec1de753126bd28d,LOCAL_VAR_RENAMING,0,1,1,[PoolChunkList move (PoolChunk<T>)],11
45,netty/buffer,c2a6d3c3407d055dde535dcfec1de753126bd28d,da86cf9f0dda783f9c566f13c7b1a461f9304947,SWITCH_EQUAL_SIDES,14,1,4,"[PoolChunkList iterator (), PoolChunkList add0 (PoolChunk<T>), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",44
47,netty/buffer,da86cf9f0dda783f9c566f13c7b1a461f9304947,216220348d874570d206f0dae39cff05fe6f4867,WHILE_TO_FOR,2,1,1,[PoolChunkList destroy (PoolArena<T>)],11
52,netty/buffer,216220348d874570d206f0dae39cff05fe6f4867,eef821de1ab7ed8a8599d70e51b9cb9951086edb,SWITCH_EQUAL_SIDES,14,1,3,"[PoolChunkList iterator (), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",33
53,netty/buffer,eef821de1ab7ed8a8599d70e51b9cb9951086edb,6b5db70c0598c28c4dc9db167fdf37b55a13c630,SWITCH_EQUAL_SIDES,14,1,2,"[PoolChunkList iterator (), PoolChunkList toString ()]",22
58,netty/buffer,6b5db70c0598c28c4dc9db167fdf37b55a13c630,c9efd29763130f3cbf508b2e2ae556ce1de794fa,VAR_DECLARATION_MERGING,12,1,1,"[PoolChunkList calculateMaxCapacity (int, int)]",11
59,netty/buffer,c9efd29763130f3cbf508b2e2ae556ce1de794fa,01dccfccb8656f627fcce5d8c0937f161e363e95,REVERSE_IF_ELSE,3,1,7,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache), PoolChunkList add (PoolChunk<T>), PoolChunkList iterator (), PoolChunkList add0 (PoolChunk<T>), PoolChunkList free (PoolChunk<T>, long, int, ByteBuffer), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",77
60,netty/buffer,01dccfccb8656f627fcce5d8c0937f161e363e95,e855ca43d2507df26a6f29d5872389ceb5a8cb88,REVERSE_IF_ELSE,3,1,8,"[PoolChunkList allocate (PooledByteBuf<T>, int, int, PoolThreadCache), PoolChunkList add (PoolChunk<T>), PoolChunkList iterator (), PoolChunkList add0 (PoolChunk<T>), PoolChunkList free (PoolChunk<T>, long, int, ByteBuffer), PoolChunkList calculateMaxCapacity (int, int), PoolChunkList toString (), PoolChunkList remove (PoolChunk<T>)]",88
65,netty/buffer,e855ca43d2507df26a6f29d5872389ceb5a8cb88,ad0f047fdf81730fb277162d5e9ef3904cf408b9,SWITCH_EQUAL_SIDES,14,1,1,[PoolChunkList toString ()],11
0,netty/codec-dns,ad0f047fdf81730fb277162d5e9ef3904cf408b9,db5bf42e7ff4cc48b2c8e2f4711b69d6b0148c2f,PP_TO_ADD_ASSIGNMENT,6,1,65,"[DnsOpCode DnsOpCode (int), DefaultDnsResponse toString (), DefaultDnsResponse clear (), DefaultDnsResponse setAuthoritativeAnswer (boolean), DefaultDnsResponse addRecord (DnsSection, int, DnsRecord), DnsRecordType hashCode (), DnsRecordType name (), AbstractDnsRecord equals (Object), AbstractDnsRecord toString (), AbstractDnsRecord name (), DnsRecordType compareTo (DnsRecordType), DefaultDnsRecordEncoder encodePtrRecord (DnsPtrRecord, ByteBuf), DefaultDnsResponse setZ (int), DefaultDnsResponse code (), AbstractDnsRecord AbstractDnsRecord (String, DnsRecordType, long), DnsOpCode compareTo (DnsOpCode), DefaultDnsResponse setRecursionDesired (boolean), DefaultDnsResponse setRecursionAvailable (boolean), DnsOpCode valueOf (int), DefaultDnsRecordEncoder DefaultDnsRecordEncoder (), DefaultDnsResponse addRecord (DnsSection, DnsRecord), DefaultDnsRecordEncoder encodeRecord (DnsRecord, ByteBuf), DnsRecordType valueOf (int), DefaultDnsResponse DefaultDnsResponse (int, DnsOpCode), DefaultDnsResponse retain (), DnsOpCode byteValue (), AbstractDnsRecord hashCode (), DefaultDnsResponse touch (), DefaultDnsResponse clear (DnsSection), DefaultDnsResponse isAuthoritativeAnswer (), DefaultDnsResponse retain (int), DefaultDnsRecordEncoder encodeOptPseudoRecord (DnsOptPseudoRecord, ByteBuf), DnsRecordType toString (), DnsOpCode DnsOpCode (int, String), DefaultDnsResponse setTruncated (boolean), AbstractDnsRecord AbstractDnsRecord (String, DnsRecordType, int, long), DefaultDnsResponse setRecord (DnsSection, DnsRecord), DefaultDnsResponse isTruncated (), DefaultDnsRecordEncoder encodeName (String, ByteBuf), DefaultDnsResponse setOpCode (DnsOpCode), DefaultDnsResponse setCode (DnsResponseCode), DnsRecordType DnsRecordType (int), DnsRecordType equals (Object), DnsOpCode equals (Object), AbstractDnsRecord IDNtoASCII (String), DefaultDnsRecordEncoder padWithZeros (byte, int), AbstractDnsRecord timeToLive (), AbstractDnsRecord type (), DefaultDnsResponse DefaultDnsResponse (int), DefaultDnsResponse touch (Object), DefaultDnsRecordEncoder encodeRawRecord (DnsRawRecord, ByteBuf), DefaultDnsResponse DefaultDnsResponse (int, DnsOpCode, DnsResponseCode), DnsOpCode toString (), DefaultDnsRecordEncoder encodeRecord0 (DnsRecord, ByteBuf), DefaultDnsResponse isRecursionAvailable (), DnsOpCode hashCode (), AbstractDnsRecord dnsClass (), DefaultDnsResponse setId (int), DefaultDnsRecordEncoder encodeQuestion (DnsQuestion, ByteBuf), DefaultDnsRecordEncoder encodeOptEcsRecord (DnsOptEcsRecord, ByteBuf), DefaultDnsRecordEncoder calculateEcsAddressLength (int, int), DnsRecordType DnsRecordType (int, String), DnsRecordType intValue (), DnsRecordType valueOf (String), AbstractDnsRecord appendTrailingDot (String)]",325
2,netty/codec-dns,db5bf42e7ff4cc48b2c8e2f4711b69d6b0148c2f,ca0d2ae4670385117c7e22566f8a9da5f6a4e716,LOCAL_VAR_RENAMING,0,1,21,"[DnsResponse setOpCode (DnsOpCode), DnsResponse touch (), DnsResponse retain (int), DnsResponse setRecursionAvailable (boolean), DnsResponse clear (), DnsResponse setId (int), DnsResponse setTruncated (boolean), DnsResponse addRecord (DnsSection, int, DnsRecord), DnsResponse retain (), DnsResponse addRecord (DnsSection, DnsRecord), DnsResponse code (), DnsResponse setZ (int), DnsResponse isAuthoritativeAnswer (), DnsResponse setAuthoritativeAnswer (boolean), DnsResponse touch (Object), DnsResponse isRecursionAvailable (), DnsResponse setCode (DnsResponseCode), DnsResponse setRecursionDesired (boolean), DnsResponse clear (DnsSection), DnsResponse isTruncated (), DnsResponse setRecord (DnsSection, DnsRecord)]",126
15,netty/codec-dns,ca0d2ae4670385117c7e22566f8a9da5f6a4e716,616fdcf26206b3087dc467785a8186ffe877212c,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[DnsOpCode DnsOpCode (int, String)]",6
27,netty/codec-dns,616fdcf26206b3087dc467785a8186ffe877212c,e4ee732e436ef8444292c49062392ed78d820c47,SWITCH_EQUAL_SIDES,14,1,1,[DnsOpCode toString ()],6
29,netty/codec-dns,e4ee732e436ef8444292c49062392ed78d820c47,ffa2722e1c0aa971861aab0c7a92b4a874673601,SWITCH_EQUAL_SIDES,14,1,2,"[DnsOpCode equals (Object), DnsOpCode toString ()]",12
31,netty/codec-dns,ffa2722e1c0aa971861aab0c7a92b4a874673601,3a690c5186d3d1778b7e268b156b1c6afcb3d4ea,LOCAL_VAR_RENAMING,0,1,2,"[DnsOpCode valueOf (int), DnsOpCode DnsOpCode (int, String)]",12
42,netty/codec-dns,3a690c5186d3d1778b7e268b156b1c6afcb3d4ea,2194a5e0042e95c0856b25051a84253cdc2ed964,REVERSE_IF_ELSE,3,1,2,"[DnsOpCode equals (Object), DnsOpCode toString ()]",12
46,netty/codec-dns,2194a5e0042e95c0856b25051a84253cdc2ed964,3f4ca93cc34ca8c9b3c0c43d6fe8ea3221a31cb0,REVERSE_IF_ELSE,3,1,2,"[DnsOpCode equals (Object), DnsOpCode toString ()]",12
49,netty/codec-dns,3f4ca93cc34ca8c9b3c0c43d6fe8ea3221a31cb0,c0fb0e5cdd33cb5d5b646d97b8e66983f5848780,LOCAL_VAR_RENAMING,0,1,2,"[DnsResponse setOpCode (DnsOpCode), DnsResponse setTruncated (boolean)]",12
52,netty/codec-dns,c0fb0e5cdd33cb5d5b646d97b8e66983f5848780,fd6eb6973ae6d498e32813d25c39e1151912c018,LOCAL_VAR_RENAMING,0,1,2,"[DnsOpCode valueOf (int), DnsOpCode toString ()]",12
61,netty/codec-dns,fd6eb6973ae6d498e32813d25c39e1151912c018,9474fe78a2f4e757252186ef9a25a09544e02d93,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[DnsOpCode DnsOpCode (int, String)]",6
62,netty/codec-dns,9474fe78a2f4e757252186ef9a25a09544e02d93,853080a58a52ad32f7fe40e34ff3f6de0e225ed7,LOCAL_VAR_RENAMING,0,1,7,"[DnsOpCode byteValue (), DnsOpCode equals (Object), DnsOpCode compareTo (DnsOpCode), DnsOpCode valueOf (int), DnsOpCode DnsOpCode (int, String), DnsOpCode toString (), DnsOpCode hashCode ()]",42
64,netty/codec-dns,853080a58a52ad32f7fe40e34ff3f6de0e225ed7,a2cdedd9accf10f462d38068434e65d63dd1c840,CASE_TO_IF_ELSE,17,1,1,[DnsOpCode valueOf (int)],6
0,netty/codec-haproxy,a2cdedd9accf10f462d38068434e65d63dd1c840,5f257684bade9b9a0f951e42c714d84639a4524a,SWITCH_EQUAL_SIDES,14,1,68,"[StructHeaderExtractor StructHeaderExtractor (int), HAProxyMessageDecoder failOverLimit (ChannelHandlerContext, int), HAProxyMessageDecoder match (byte[], ByteBuf, int), HAProxySSLTLV contentNumBytes (), HAProxyMessage HAProxyMessage (HAProxyProtocolVersion, HAProxyCommand, HAProxyProxiedProtocol, String, String, int, int), HAProxyMessage sourceAddress (), HAProxySSLTLV isPP2ClientSSL (), StructHeaderExtractor delimiterLength (ByteBuf, int), HAProxySSLTLV HAProxySSLTLV (int, byte, List<HAProxyTLV>), HAProxyMessageDecoder decode (ChannelHandlerContext, ByteBuf, List<Object>), HAProxyMessage proxiedProtocol (), HAProxyMessageDecoder findEndOfHeader (ByteBuf), HeaderExtractor extract (ChannelHandlerContext, ByteBuf), HAProxyMessage decodeHeader (ByteBuf), HAProxyMessage protocolVersion (), HAProxyConstants HAProxyConstants (), HAProxyMessage release (int), HAProxyMessageDecoder failOverLimit (ChannelHandlerContext, String), HAProxyMessageDecoder detectProtocol (ByteBuf), HAProxySSLTLV toString (), HAProxyMessageDecoder HAProxyMessageDecoder (), HAProxyMessageDecoder HAProxyMessageDecoder (boolean), HAProxyMessageDecoder decodeLine (ChannelHandlerContext, ByteBuf), HAProxyMessage touch (Object), HAProxySSLTLV encapsulatedTLVs (), LineHeaderExtractor LineHeaderExtractor (int), HAProxyMessage retain (int), HAProxyMessage destinationAddress (), HAProxyMessage checkPort (int, AddressFamily), HAProxyMessage retain (), HAProxyMessage portStringToInt (String), HAProxyMessageDecoder decodeStruct (ChannelHandlerContext, ByteBuf), HAProxyMessage toString (), HAProxySSLTLV isPP2ClientCertSess (), HeaderExtractor findEndOfHeader (ByteBuf), StructHeaderExtractor findEndOfHeader (ByteBuf), HAProxyMessage touch (), LineHeaderExtractor delimiterLength (ByteBuf, int), HAProxyMessage HAProxyMessage (HAProxyProtocolVersion, HAProxyCommand, HAProxyProxiedProtocol, String, String, String, String), HAProxyMessage readTlvs (ByteBuf), HAProxyMessageDecoder findVersion (ByteBuf), HAProxyMessage decodeHeader (String), HAProxyMessageDecoder channelRead (ChannelHandlerContext, Object), HeaderExtractor HeaderExtractor (int), HAProxyMessage tryRecord (), HAProxyMessage tlvNumBytes (), HAProxyMessage command (), HAProxyMessage sourcePort (), LineHeaderExtractor findEndOfHeader (ByteBuf), HAProxyMessage readNextTLV (ByteBuf, int), HAProxyMessage ipBytesToString (ByteBuf, int), HAProxyMessage deallocate (), HAProxySSLTLV isPP2ClientCertConn (), HeaderExtractor delimiterLength (ByteBuf, int), HAProxySSLTLV client (), HAProxyMessage checkAddress (String, AddressFamily), HAProxySSLTLV HAProxySSLTLV (int, byte, List<HAProxyTLV>, ByteBuf), HAProxySSLTLV verify (), HAProxyMessageDecoder HAProxyMessageDecoder (int), HAProxyMessageDecoder findEndOfLine (ByteBuf), HAProxyMessage destinationPort (), HAProxyMessage tlvs (), HAProxyMessage release (), HAProxyMessage HAProxyMessage (HAProxyProtocolVersion, HAProxyCommand, HAProxyProxiedProtocol, String, String, int, int, List<? extends HAProxyTLV>), HAProxyMessage unknownMsg (HAProxyProtocolVersion, HAProxyCommand), HAProxyMessageDecoder fail (ChannelHandlerContext, String, Exception), HAProxyMessageDecoder isSingleDecode (), HAProxyMessageDecoder HAProxyMessageDecoder (int, boolean)]",272
4,netty/codec-haproxy,5f257684bade9b9a0f951e42c714d84639a4524a,58aea10bd086a0e35ccbf63f927ebb5640a3f43e,LOCAL_VAR_RENAMING,0,1,18,"[HAProxyTLV HAProxyTLV (Type, ByteBuf), HAProxyTLV copy (), HAProxyTLV typeByteValue (), HAProxyTLV retainedDuplicate (), HAProxyTLV typeForByteValue (byte), HAProxyTLV byteValueForType (Type), HAProxyTLV touch (), HAProxyTLV type (), HAProxyTLV contentNumBytes (), HAProxyTLV touch (Object), HAProxyTLV replace (ByteBuf), HAProxyTLV HAProxyTLV (byte, ByteBuf), HAProxyTLV retain (), HAProxyTLV duplicate (), HAProxyTLV retain (int), HAProxyTLV toString (), HAProxyTLV totalNumBytes (), HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",90
5,netty/codec-haproxy,58aea10bd086a0e35ccbf63f927ebb5640a3f43e,82eab4d40cc8764c7ef8627d40f48fbfef94f82d,LOCAL_VAR_RENAMING,0,1,2,"[HAProxyTLV typeForByteValue (byte), HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",10
13,netty/codec-haproxy,82eab4d40cc8764c7ef8627d40f48fbfef94f82d,f9be792c67cf807e27bf92c62182e28a738e973c,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",5
14,netty/codec-haproxy,f9be792c67cf807e27bf92c62182e28a738e973c,d1c246cc3d939aa89c733926d8bf0ebbb1fdad54,LOCAL_VAR_RENAMING,0,1,3,"[HAProxyTLV HAProxyTLV (Type, ByteBuf), HAProxyTLV HAProxyTLV (byte, ByteBuf), HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",15
19,netty/codec-haproxy,d1c246cc3d939aa89c733926d8bf0ebbb1fdad54,f70e8aa1eff8cbab431d74616b28075a1b2a129b,LOCAL_VAR_RENAMING,0,1,1,"[HAProxyTLV HAProxyTLV (byte, ByteBuf)]",5
21,netty/codec-haproxy,f70e8aa1eff8cbab431d74616b28075a1b2a129b,34c521052b9d517dc6b4f7a94d5c55c90122915f,LOCAL_VAR_RENAMING,0,1,3,"[HAProxyTLV type (), HAProxyTLV replace (ByteBuf), HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",15
23,netty/codec-haproxy,34c521052b9d517dc6b4f7a94d5c55c90122915f,ae406e9549d02ee2e1ce772315fff15ddf93aef7,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",5
26,netty/codec-haproxy,ae406e9549d02ee2e1ce772315fff15ddf93aef7,16072f0a24919d10287a111b0c0a94d30db0473b,LOCAL_VAR_RENAMING,0,1,3,"[HAProxyTLV type (), HAProxyTLV replace (ByteBuf), HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",15
33,netty/codec-haproxy,16072f0a24919d10287a111b0c0a94d30db0473b,c4c9dd3307fd5730d6d41cad2e2a47a479e24bb7,LOCAL_VAR_RENAMING,0,1,2,"[HAProxyTLV HAProxyTLV (Type, ByteBuf), HAProxyTLV byteValueForType (Type)]",10
35,netty/codec-haproxy,c4c9dd3307fd5730d6d41cad2e2a47a479e24bb7,95734cc70d007074a2110ed0790cdda7f7161a14,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",5
39,netty/codec-haproxy,95734cc70d007074a2110ed0790cdda7f7161a14,7b72508ed7de1cca13a46b177722656fac8c3f1b,CASE_TO_IF_ELSE,17,1,2,"[HAProxyTLV typeForByteValue (byte), HAProxyTLV byteValueForType (Type)]",10
50,netty/codec-haproxy,7b72508ed7de1cca13a46b177722656fac8c3f1b,fdd058445b0e47b25a56754117979aea2aec9250,REVERSE_IF_ELSE,3,1,2,"[HAProxyTLV typeForByteValue (byte), HAProxyTLV byteValueForType (Type)]",10
52,netty/codec-haproxy,fdd058445b0e47b25a56754117979aea2aec9250,9d9f6231e22595f867697c37b6d0cffdc7b61c39,SWITCH_EQUAL_SIDES,14,1,2,"[HAProxyTLV typeForByteValue (byte), HAProxyTLV byteValueForType (Type)]",10
53,netty/codec-haproxy,9d9f6231e22595f867697c37b6d0cffdc7b61c39,413370ec6f6cf12ff2352b2956cfbaf8a009f5f1,LOCAL_VAR_RENAMING,0,1,5,"[HAProxyTLV type (), HAProxyTLV HAProxyTLV (Type, ByteBuf), HAProxyTLV replace (ByteBuf), HAProxyTLV HAProxyTLV (byte, ByteBuf), HAProxyTLV HAProxyTLV (Type, byte, ByteBuf)]",25
0,netty/codec-http,413370ec6f6cf12ff2352b2956cfbaf8a009f5f1,f34e90c6bdf42aac58966337ad0d612d8083874e,PRE_POST_FIX_EXPRESSION_DIVIDING,16,1,78,"[AbstractDiskHttpData tempFile (), HttpUtil getCharset (CharSequence), AbstractDiskHttpData addContent (ByteBuf, boolean), AbstractDiskHttpData getString (), AbstractDiskHttpData setContent (InputStream), HttpUtil getCharset (HttpMessage), SpdySessionStatus toString (), BinaryWebSocketFrame retain (int), HttpUtil formatHostnameForHttp (InetSocketAddress), AbstractDiskHttpData touch (Object), HttpUtil setKeepAlive (HttpHeaders, HttpVersion, boolean), AbstractDiskHttpData renameTo (File), AbstractDiskHttpData deleteOnExit (), HttpUtil getCharset (CharSequence, Charset), HttpUtil getCharsetAsSequence (CharSequence), BinaryWebSocketFrame retainedDuplicate (), SpdySessionStatus statusPhrase (), AbstractDiskHttpData getPrefix (), AbstractDiskHttpData setContent (File), SpdySessionStatus code (), BinaryWebSocketFrame touch (Object), SpdyHeaderBlockJZlibEncoder encode (ByteBufAllocator, SpdyHeadersFrame), HttpUtil setKeepAlive (HttpMessage, boolean), HttpUtil isOriginForm (URI), HttpUtil isTransferEncodingChunked (HttpMessage), HttpUtil isKeepAlive (HttpMessage), HttpUtil setTransferEncodingChunked (HttpMessage, boolean), HttpUtil setContentLength (HttpMessage, long), HttpUtil HttpUtil (), HttpUtil set100ContinueExpected (HttpMessage, boolean), HttpUtil normalizeAndGetContentLength (List<? extends CharSequence>, boolean, boolean), HttpUtil getContentLength (HttpMessage), AbstractDiskHttpData getBaseDirectory (), AbstractDiskHttpData getFile (), BinaryWebSocketFrame BinaryWebSocketFrame (boolean, int, ByteBuf), BinaryWebSocketFrame touch (), AbstractDiskHttpData getChunk (int), AbstractDiskHttpData getDiskFilename (), HttpUtil getMimeType (CharSequence), SpdySessionStatus hashCode (), HttpUtil isUnsupportedExpectation (HttpMessage), AbstractDiskHttpData getString (Charset), HttpUtil isOriginForm (String), AbstractDiskHttpData getByteBuf (), HttpUtil isExpectHeaderValid (HttpMessage), BinaryWebSocketFrame duplicate (), BinaryWebSocketFrame BinaryWebSocketFrame (), SpdyHeaderBlockJZlibEncoder end (), AbstractDiskHttpData get (), HttpUtil isAsteriskForm (String), HttpUtil is100ContinueExpected (HttpMessage), AbstractDiskHttpData setContent (ByteBuf), AbstractDiskHttpData delete (), AbstractDiskHttpData AbstractDiskHttpData (String, Charset, long), AbstractDiskHttpData touch (), SpdyHeaderBlockJZlibEncoder encode (ByteBufAllocator), HttpUtil getContentLength (HttpMessage, long), AbstractDiskHttpData getPostfix (), AbstractDiskHttpData isInMemory (), HttpUtil getContentLength (HttpMessage, int), HttpUtil getWebSocketContentLength (HttpMessage), SpdySessionStatus SpdySessionStatus (int, String), SpdyHeaderBlockJZlibEncoder setInput (ByteBuf), HttpUtil getCharset (HttpMessage, Charset), HttpUtil isAsteriskForm (URI), AbstractDiskHttpData readFrom (File), HttpUtil getCharsetAsString (HttpMessage), BinaryWebSocketFrame BinaryWebSocketFrame (ByteBuf), BinaryWebSocketFrame retain (), BinaryWebSocketFrame copy (), SpdySessionStatus compareTo (SpdySessionStatus), SpdySessionStatus valueOf (int), SpdySessionStatus equals (Object), HttpUtil getCharsetAsSequence (HttpMessage), HttpUtil isContentLengthSet (HttpMessage), SpdyHeaderBlockJZlibEncoder SpdyHeaderBlockJZlibEncoder (SpdyVersion, int, int, int), HttpUtil getMimeType (HttpMessage), BinaryWebSocketFrame replace (ByteBuf)]",390
1,netty/codec-http,f34e90c6bdf42aac58966337ad0d612d8083874e,53d4b84cfabf42a93ad6cc42274d46817933a6fe,SWITCH_STRING_EQUAL,15,1,36,"[Builder noPreflightResponseHeaders (), CorsConfig withOrigin (String), Builder build (), CorsConfig allowedRequestMethods (), Builder allowNullOrigin (), CorsConfig origins (), CorsConfig allowedRequestHeaders (), Builder shortCurcuit (), Builder maxAge (long), CorsConfig CorsConfig (CorsConfigBuilder), CorsConfig exposedHeaders (), Builder Builder (), CorsConfig isAnyOriginSupported (), Builder preflightResponseHeader (String, Callable<T>), CorsConfig maxAge (), Builder disable (), Builder preflightResponseHeader (CharSequence, Iterable<T>), CorsConfig getValue (Callable<T>), CorsConfig isNullOriginAllowed (), Builder preflightResponseHeader (CharSequence, Object), CorsConfig toString (), Builder allowedRequestMethods (HttpMethod), Builder allowCredentials (), Builder Builder (String), CorsConfig isCorsSupportEnabled (), CorsConfig isShortCircuit (), CorsConfig withOrigins (String), Builder allowedRequestHeaders (String), CorsConfig origin (), Builder exposeHeaders (String), DateValueGenerator call (), CorsConfig withAnyOrigin (), CorsConfig isPrivateNetworkAllowed (), CorsConfig preflightResponseHeaders (), CorsConfig isShortCurcuit (), CorsConfig isCredentialsAllowed ()]",216
4,netty/codec-http,53d4b84cfabf42a93ad6cc42274d46817933a6fe,a65f2ea592415767c90c977f89cb3cbd973e1de9,REVERSE_IF_ELSE,3,1,4,"[ServerCookieDecoder ServerCookieDecoder (boolean), ServerCookieDecoder decodeAll (String), ServerCookieDecoder decode (Collection<? super Cookie>, String), ServerCookieDecoder decode (String)]",28
5,netty/codec-http,a65f2ea592415767c90c977f89cb3cbd973e1de9,0c8e379fd0633b51ba8ba30751025dab27313a51,PP_TO_ADD_ASSIGNMENT,6,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
6,netty/codec-http,0c8e379fd0633b51ba8ba30751025dab27313a51,6c432f9b098fafe4a29e7a7bc68b109c8679fcc1,PP_TO_ADD_ASSIGNMENT,6,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
7,netty/codec-http,6c432f9b098fafe4a29e7a7bc68b109c8679fcc1,ed99ecfb261c72d4f88bef9303373a1a6cfb37fd,FOR_TO_WHILE,1,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
8,netty/codec-http,ed99ecfb261c72d4f88bef9303373a1a6cfb37fd,dabf9700c774b6aac56b4eb3427841e99d5af223,SWITCH_EQUAL_SIDES,14,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
9,netty/codec-http,dabf9700c774b6aac56b4eb3427841e99d5af223,8d44444d1128acb7982ed6604307919a149700b5,ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT,7,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
10,netty/codec-http,8d44444d1128acb7982ed6604307919a149700b5,45768839c8c52da39f33694ad53120870871175b,WHILE_TO_FOR,2,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
15,netty/codec-http,45768839c8c52da39f33694ad53120870871175b,71f16909432c62a87ddc212f1160b91e0efdc886,VAR_DECLARATION_MERGING,12,1,1,"[ServerCookieDecoder decode (Collection<? super Cookie>, String)]",7
